,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
162,2017,Acura,ILX,122000 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Bellanova White Pearl,,5.0,4,Gas,9.4L/100km,6.8L/100km,21950
163,2017,Acura,MDX,91412 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Black,Black,,,Gas,12.6L/100km,9.0L/100km,33994
164,2020,Acura,ILX,10717 km,Sedan,4 Cylinder Engine,Automatic,FWD,Modern Steel Metallic,Black,,,Gas,9.9L/100km,7.0L/100km,28995
165,2019,Acura,TLX,60529 km,Sedan,V6 Cylinder Engine,Automatic,AWD,Platinum White Pearl,Red,,,Gas,12.0L/100km,8.2L/100km,34779
166,2019,Acura,TLX,34396 km,Sedan,3.5L 6cyl,9 Speed Automatic,AWD,Crystal Black Pearl,Tan,5.0,4,Premium Unleaded,11.4L/100km,7.7L/100km,36499
167,2019,Acura,RDX,65882 km,SUV,2.0,Automatic,AWD,White Diamond Pearl,Red,5.0,4,Gas,11.3L/100km,9.1L/100km,41990
168,2020,Acura,RDX,50329 km,SUV,4 Cylinder Engine,,AWD,Majestic Black Pearl,Red,,,Gas,11.3L/100km,9.1L/100km,44995
169,2002,Acura,EL,229000 km,Sedan,1.7L L4 SOHC 16V,Automatic,FWD,Beige,Beige,,4,Gas,8.2L/100km,6.1L/100km,2998
170,2003,Acura,RSX,230098 km,Coupe,4 Cylinder Engine,5 Speed Manual,FWD,Nighthawk Black Pearl,Black,4.0,2,Gas,8.7L/100km,6.5L/100km,6999
171,2002,Acura,EL,123338 km,Sedan,4 Cylinder Engine,4 Speed Automatic,FWD,Radiant Ruby Pearl,Black,5.0,4,Gas,8.2L/100km,6.1L/100km,6999
172,2005,Acura,RSX,191492 km,Coupe,4 Cylinder Engine,5 Speed Automatic,FWD,Satin Silver Metallic,Black,4.0,2,Gas,9.3L/100km,6.4L/100km,7999
173,2018,Acura,MDX,94862 km,SUV,6,Automatic,AWD,Crystal Black Pearl,,7.0,4,Gas,12.6L/100km,9.0L/100km,34743
174,2008,Acura,RDX,226356 km,SUV,4 Cylinder Engine 2.3L,Automatic,AWD,Grey,,,4,Gas,12.5L/100km,9.3L/100km,8995
175,2016,Acura,ILX,99000 km,Sedan,2.4L 4cyl,8 Speed Automatic with auto-shift,FWD,Blue,Black,5.0,4,Premium Unleaded,9.4L/100km,6.5L/100km,22900
176,2016,Acura,RDX,81000 km,SUV,3.5L,Automatic,AWD,White,Beige,5.0,4,Gas,,,24880
177,2019,Acura,ILX,41116 km,Sedan,Premium Unleaded I-4 2.4 L/144,Automatic,FWD,Platinum White Pearl,Black,5.0,4,Gas,9.9L/100km,7.0L/100km,29995
178,2019,Acura,TLX,103658 km,Sedan,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Crystal Black Pearl,Black,5.0,4,Gas,12.0L/100km,8.2L/100km,34995
179,2019,Acura,TLX,10735 km,Sedan,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Lunar Silver Metallic,Black,5.0,4,Gas,11.4L/100km,7.7L/100km,35495
180,2019,Acura,TLX,50412 km,Sedan,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Modern Steel Metallic,Black,5.0,4,Gas,11.4L - 12.0L/100km,7.7L - 8.2L/100km,35995
181,2022,Acura,ILX,10122 km,Sedan,Premium Unleaded I-4 2.4 L/144,Automatic,FWD,Modern Steel Metallic,Black,5.0,4,Gas,9.9L/100km,7.0L/100km,35995
182,2019,Acura,RDX,80862 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5.0,4,Gas,11.0L/100km,8.6L/100km,35995
183,2018,Acura,ILX,33810 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Lunar Silver Metallic,,5.0,4,Gas,9.4L/100km,6.8L/100km,26988
184,2019,Acura,RDX,67934 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5.0,4,Gas,11.0L/100km,8.6L/100km,36995
185,2019,Acura,MDX,85772 km,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Modern Steel Metallic,Black,7.0,4,Gas,12.2L/100km,9.0L/100km,37995
186,2019,Acura,RDX,65969 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,White Diamond Pearl,,5.0,4,Gas,11.3L/100km,9.1L/100km,38989
187,2019,Acura,RDX,57124 km,SUV,I-4 cyl,10 Speed Automatic,AWD,White Diamond Pearl,Black,,4,Premium Unleaded,,,38999
188,2020,Acura,TLX,31756 km,Sedan,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Platinum White Pearl,Black,5.0,4,Gas,12.0L/100km,8.2L/100km,39836
189,2020,Acura,RDX,102340 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Modern Steel Metallic,Red,5.0,4,Gas,11.3L/100km,9.1L/100km,39995
190,2020,Acura,RDX,25777 km,SUV,I-4 cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,,4,Premium Unleaded,11.0L/100km,8.6L/100km,40788
191,2020,Acura,RDX,55635 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5.0,4,Gas,11.0L/100km,8.6L/100km,42995
192,2021,Acura,RDX,92078 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Platinum White Pearl,Black,5.0,4,Gas,11.0L - 11.3L/100km,8.6L - 9.1L/100km,44995
193,2020,Acura,RDX,39100 km,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Platinum White Pearl,,5.0,4,Gas,11.3L/100km,9.1L/100km,44988
194,2020,Acura,MDX,48622 km,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Majestic Black Pearl,Red,7.0,4,Gas,12.2L/100km,9.5L/100km,45995
195,2021,Acura,RDX,49050 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Platinum White Pearl,Red,5.0,4,Gas,11.3L/100km,9.1L/100km,46495
196,2022,Acura,RDX,14700 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Liquid Carbon Metallic,Red,5.0,4,Gas,11.3L/100km,9.1L/100km,53995
197,2022,Acura,MDX,50845 km,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Liquid Carbon Metallic,Red,7.0,4,Gas,12.6L/100km,9.4L/100km,60866
198,2022,Acura,MDX,45339 km,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Apex Blue Pearl,Red,7.0,4,Gas,12.6L/100km,9.4L/100km,61417
199,2005,Acura,TSX,316168 km,Sedan,I-4 cyl,5 Speed Automatic,FWD,Grey,,,,Gas,10.6L/100km,7.1L/100km,3000
200,2011,Acura,TSX,234000 km,Sedan,2.4,Manual,FWD,Silver,Black,5.0,4,Gas,9.9L/100km,6.8L/100km,9500
201,2011,Acura,RDX,240000 km,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,,4,Gas,11.7L/100km,8.7L/100km,9999
202,2014,Acura,RDX,290000 km,,,Automatic,AWD,Black,,,4 doors,Gasoline,,,11600
203,2021,Acura,RDX,58742 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,,,4,Gas,11.3L/100km,9.1L/100km,43495
204,2007,Acura,TL,178878 km,Sedan,V6 Cylinder Engine,5 Speed Automatic,FWD,Blue,Dark Grey,5.0,4,Gas,12.3L/100km,7.8L/100km,12999
205,2010,Acura,MDX,181045 km,SUV,3.7,6 Speed Automatic,AWD,Aspen White Pearl,Beige,,4,Gas,13.2L/100km,9.6L/100km,13980
206,2018,Acura,ILX,83020 km,Sedan,4 Cylinder Engine 2.4L,Automatic,FWD,Bellanova White Pearl,,,4,Gas,9.4L/100km,6.8L/100km,25989
207,2019,Acura,RDX,68000 km,,,Automatic,AWD,Black,,,4 doors,Gasoline,,,31000
208,2019,Acura,RDX,110024 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Modern Steel Metallic,Black,5.0,4,Gas,11.0L/100km,8.6L/100km,34995
209,2020,Acura,RDX,60892 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5.0,4,Gas,11.0L/100km,8.6L/100km,38495
210,2019,Acura,RDX,34586 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5.0,4,Gas,11.0L/100km,8.6L/100km,40995
211,2012,Acura,TSX,142791 km,Sedan,4 Cylinder Engine,5 Speed Automatic,FWD,Crystal Black Pearl,Black,5.0,4,Gas,9.3L/100km,6.2L/100km,10985
212,2019,Acura,RDX,93111 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Lunar Silver Metallic,Black,5.0,4,Gas,11.3L/100km,9.1L/100km,38426
213,2020,Acura,RDX,59380 km,SUV,4 Cylinder Engine,,AWD,Platinum White Pearl,,,,Gas,11.0L/100km,8.6L/100km,42994
214,2019,Acura,MDX,88199 km,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,White Diamond Pearl,Red,7.0,4,Gas,12.2L/100km,9.0L - 9.5L/100km,39495
215,2020,Acura,RDX,32575 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Platinum White Pearl,Red,5.0,4,Premium Unleaded,11.3L/100km,9.1L/100km,43888
216,2021,Acura,RDX,19457 km,SUV,I-4 cyl,10 Speed Automatic,,White,Black,,,,,,49635
217,2009,Acura,TSX,253873 km,Sedan,4 CYL,5 Speed Automatic,FWD,Crystal Black Pearl,Black,,4,Gas,9.6L/100km,6.5L/100km,6990
218,2015,Acura,RDX,230000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Dark Grey,Black,5.0,4,Gas,12.1L/100km,8.7L/100km,13888
219,2012,Acura,MDX,141000 km,SUV,3.7,Automatic,AWD,Aspen White Pearl,Tan,7.0,,Gas,13.2L/100km,9.6L/100km,14995
220,2014,Acura,RDX,177000 km,SUV,3.5,Automatic,AWD,White Diamond Pearl,Beige,5.0,,Gas,10.7L/100km,7.3L/100km,14995
221,2015,Acura,RDX,161000 km,SUV,3.5,Automatic,AWD,Graphite Luster Metallic,Black,5.0,,Gas,12.1L/100km,8.7L/100km,17995
222,2015,Acura,RDX,160000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Crystal Black Pearl,Black,5.0,4,Gas,12.1L/100km,8.7L/100km,18450
223,2019,Acura,TLX,27630 km,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Crystal Black Pearl,Black,,4,Gas,11.4L/100km,7.7L/100km,32495
224,2015,Acura,RDX,154925 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Crystal Black Pearl,,5.0,4,Gas,12.1L/100km,8.7L/100km,18490
225,2015,Acura,MDX,206795 km,SUV,3.5L 6cyl,Automatic,AWD,Graphite Luster Metallic,Black,7.0,4,Gas,12.7L/100km,9.1L/100km,18990
226,2017,Acura,TLX,185361 km,Sedan,3.5,Automatic,AWD,Black,Black,,4,Gas,11.2L/100km,7.5L/100km,19798
227,2017,Acura,RDX,182129 km,SUV,3.5L 6cyl,6 Speed Automatic,AWD,White Diamond Pearl,Tan,,4,Premium Unleaded,12.4L/100km,8.7L/100km,19990
228,2016,Acura,MDX,187403 km,SUV,V6 Cylinder Engine,Automatic,AWD,White,Black,7.0,,Gas,12.2L/100km,9.1L/100km,20880
229,2016,Acura,RDX,63846 km,SUV,3.5,6 Speed Automatic,AWD,Crystal Black Pearl,Black,,4,Gas,12.4L/100km,8.6L/100km,21995
230,2016,Acura,TLX,106520 km,Sedan,V6 Cylinder Engine,Automatic,AWD,Bellanova White Pearl,Black,5.0,4,Gas,11.2L/100km,7.5L/100km,22895
231,2016,Acura,MDX,149000 km,SUV,V-6 cyl,9 Speed Automatic,AWD,Crystal White Pearl,Beige,,,Gas,12.2L/100km,9.1L/100km,25950
232,2017,Acura,RDX,73000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,,,5.0,4,Gas,12.4L/100km,8.7L/100km,25950
233,2021,Acura,RDX,32479 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Modern Steel Metallic,,,4,Gas,11.3L/100km,9.1L/100km,45295
234,2018,Acura,RDX,55656 km,SUV,3.5,6 Speed Automatic,AWD,White Diamond Pearl,,,4,Gas,12.4L/100km,8.7L/100km,26995
235,2016,Acura,MDX,124021 km,SUV,3.5,Automatic,AWD,Black,Black,7.0,4,Gas,12.7L/100km,9.1L/100km,27500
236,2018,Acura,TLX,72702 km,Sedan,V6 Cylinder Engine,9 Speed Automatic,AWD,Black,Black,5.0,4,Gas,11.4L/100km,7.7L/100km,27880
237,2017,Acura,MDX,159598 km,SUV,3.5L,Automatic,AWD,Modern Steel Metallic,Black,7.0,4,Gas,12.6L/100km,9.0L/100km,27888
238,2019,Acura,TLX,56700 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Modern Steel Metallic,Black,5.0,4,Gas,10.0L/100km,7.1L/100km,28880
239,2019,Acura,TLX,80000 km,Sedan,I-4 cyl,8 Speed Automatic with auto-shift,FWD,Crystal Black Pearl,Black,,,Gas,10.0L/100km,7.1L/100km,28950
240,2013,Acura,RDX,267187 km,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,White,Black,,4,Gas,9.8L/100km,6.2L/100km,10795
241,2020,Acura,ILX,36253 km,Sedan,Premium Unleaded I-4 2.4 L/144,Automatic,FWD,Majestic Black Pearl,Black,5.0,4,Gas,9.9L/100km,7.0L/100km,29998
242,2018,Acura,MDX,118800 km,SUV,3.5,Automatic,AWD,Crystal Black Pearl,Brown,,4,Gas,12.6L/100km,9.0L/100km,34488
243,2019,Acura,RDX,75786 km,SUV,I-4 cyl,10 Speed Automatic,AWD,White Diamond Pearl,,,,Gas,11.3L/100km,9.1L/100km,38388
244,2021,Acura,RDX,67950 km,SUV,4 Cylinder Engine,,AWD,Apex Blue Pearl,Red,,,Gas,11.3L/100km,9.1L/100km,46989
245,2022,Acura,TLX,12209 km,Sedan,I-4 cyl,10 Speed Automatic,AWD,Modern Steel Metallic,Red,,,Gas,11.3L/100km,8.1L/100km,50188
246,2020,Acura,MDX,48622 km,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Majestic Black Pearl,Red,7.0,4,Gas,12.2L/100km,9.5L/100km,45995
247,2014,Acura,RDX,290000 km,,,Automatic,AWD,Black,,,4 doors,Gasoline,,,11600
248,2017,Acura,NSX,38000 km,Coupe,V6 Cylinder Engine,,AWD,Berlina Black,Black,2.0,2,Gasoline Hybrid,,,159950
249,2018,Acura,TLX,72000 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Bellanova White Pearl,Red,5.0,4,Gas,,,29880
250,2019,Acura,ILX,74148 km,Sedan,201HP 2.4L 4 Cylinder Engine,Automatic,FWD,Apex Blue Pearl,,,4,Gas,9.9L/100km,7.0L/100km,29990
251,2019,Acura,TLX,62099 km,Sedan,2.4L 4cyl,8 Speed Automatic with auto-shift,FWD,Platinum White Pearl,Beige,5.0,4,Premium Unleaded,10.0L/100km,7.1L/100km,30388
252,2016,Acura,MDX,53000 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Graphite Luster Metallic,Black,7.0,4,Gas,12.7L/100km,9.1L/100km,30900
253,2018,Acura,ILX,33810 km,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Lunar Silver Metallic,,5.0,4,Gas,9.4L/100km,6.8L/100km,26988
254,2019,Acura,RDX,77300 km,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Obsidian Blue Pearl,Black,5.0,4,Gas,11.0L/100km,8.6L/100km,32880
255,2018,Acura,MDX,63000 km,SUV,6 Cylinder,9 Speed Automatic,AWD,Crystal Black Pearl,Black,7.0,4,Gas,12.6L/100km,9.0L/100km,34880
256,2020,Acura,TLX,15288 km,Sedan,2.4,Automatic,FWD,Platinum White Pearl,Red,4.0,4,Gas,10.2L/100km,7.4L/100km,34888
257,2019,Acura,RDX,48001 km,SUV,4 Cylinder Engine,Automatic,AWD,Dark Grey,Black,5.0,4,Gas,11.0L/100km,8.6L/100km,34999
258,2019,Acura,RDX,80538 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,,2,Premium Unleaded,11.0L/100km,8.6L/100km,36600
259,2019,Acura,MDX,37200 km,SUV,V6 Cylinder Engine,Automatic,AWD,White Diamond Pearl,Black,7.0,4,Gas,12.2L/100km,9.0L/100km,37900
260,2019,Acura,MDX,111000 km,SUV,V-6 cyl,Automatic,AWD,Majestic Black Pearl,Black,,,Gas,12.2L/100km,9.0L/100km,37900
261,2020,Acura,TLX,47997 km,Sedan,3.5L 6cyl,9 Speed Automatic,AWD,Modern Steel Metallic,Red,,2,Premium Unleaded,12.0L/100km,8.2L/100km,38500
262,2019,Acura,RDX,51915 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,White Diamond Pearl,Black,,2,Premium Unleaded,11.0L/100km,8.6L/100km,38588
263,2021,Acura,RDX,58742 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,,,4,Gas,11.3L/100km,9.1L/100km,43495
264,2019,Acura,MDX,58824 km,SUV,3.5L SOHC,9 Speed Automatic,AWD,Majestic Black Pearl,,7.0,4,Gas,12.2L/100km,9.0L/100km,38699
265,2020,Acura,TLX,39732 km,Sedan,3.5L 6cyl,9 Speed Automatic,AWD,Majestic Black Pearl,Black,,2,Premium Unleaded,12.0L/100km,8.2L/100km,38900
266,2019,Acura,RDX,68267 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,,2,Premium Unleaded,11.3L/100km,9.1L/100km,38989
267,2019,Acura,MDX,102550 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Modern Steel Metallic,Black,7.0,4,Gas,12.2L/100km,9.0L/100km,39597
268,2020,Acura,RDX,70852 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Lunar Silver Metallic,,,2,Premium Unleaded,11.0L/100km,8.6L/100km,40800
269,2019,Acura,MDX,55000 km,,,Automatic,FWD,Grey,Black,,,Gas,,,40999
270,2020,Acura,RDX,79374 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Red,,2,Premium Unleaded,11.3L/100km,9.1L/100km,41500
271,2019,Acura,RDX,43950 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Gunmetal Metallic,Grey,,2,Premium Unleaded,11.0L/100km,8.6L/100km,41883
272,2020,Acura,MDX,95764 km,SUV,3.5L 6cyl,9 Speed Automatic,AWD,Modern Steel Metallic,Red,,2,Premium Unleaded,12.2L/100km,9.5L/100km,42337
273,2017,Acura,MDX,91412 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Black,Black,,,Gas,12.6L/100km,9.0L/100km,33994
274,2020,Acura,RDX,29552 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Gunmetal Metallic,Black,5.0,2,Premium Unleaded,11.0L/100km,8.6L/100km,42800
275,2019,Acura,MDX,54789 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Majestic Black Pearl,Red,7.0,4,Gas,12.2L/100km,9.0L - 9.5L/100km,42898
276,2019,Acura,MDX,49100 km,SUV,V6 Cylinder Engine,Automatic,AWD,Majestic Black Pearl,Black,7.0,,Gas,12.2L/100km,9.0L/100km,43688
277,2020,Acura,MDX,32000 km,SUV,V-6 cyl,9 Speed Automatic,AWD,Modern Steel Metallic,Black,,,Gas,12.3L/100km,9.2L/100km,45900
278,2020,Acura,MDX,65000 km,SUV,V-6 cyl,9 Speed Automatic,AWD,Lunar Silver Metallic,Black,,,Gas,12.3L/100km,9.2L/100km,46900
279,2021,Acura,TLX,7259 km,Sedan,2.0L 4cyl,10 Speed Automatic,AWD,Platinum White Pearl,Beige,,2,Premium Unleaded,11.2L/100km,8.0L/100km,47555
280,2021,Acura,RDX,37033 km,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5.0,4,Gas,11.3L/100km,9.1L/100km,47892
281,2022,Acura,TLX,15100 km,Sedan,2.0L 4cyl,10 Speed Automatic,AWD,Platinum White Pearl,Black,,2,Premium Unleaded,11.3L/100km,8.1L/100km,49980
282,2022,Acura,MDX,17582 km,SUV,3.5L 6cyl,10 Speed Automatic,AWD,Lunar Silver Metallic,Black,,2,Premium Unleaded,12.6L/100km,9.4L/100km,62800
283,2020,Acura,RDX,59380 km,SUV,4 Cylinder Engine,,AWD,Platinum White Pearl,,,,Gas,11.0L/100km,8.6L/100km,42994
284,2011,Acura,MDX,259061 km,SUV,3.7,Automatic,AWD,Crystal Black Pearl,Black,,4,Gas,13.2L/100km,9.6L/100km,9995
285,2011,Acura,MDX,168000 km,SUV,V6 Cylinder Engine,Automatic,AWD,Not Specified,,,4,Gas,13.2L/100km,9.6L/100km,11200
286,2013,Acura,MDX,218600 km,SUV,V6 Cylinder Engine,Automatic,AWD,Grey,,7.0,4,Gas,13.2L/100km,9.6L/100km,13495
287,2013,Acura,MDX,230659 km,SUV,V6 Cylinder Engine,Automatic,AWD,Grey,Black,7.0,4,Gas,13.2L/100km,9.6L/100km,13995
288,2014,Acura,TL,167760 km,Sedan,3.5,Automatic,FWD,Bellanova White,Beige,5.0,4,Gas,10.4L/100km,6.8L/100km,14900
289,2013,Acura,MDX,191687 km,SUV,3.7,Automatic,AWD,White,Black,7.0,4,Gas,13.2L/100km,9.6L/100km,14999
290,2011,Acura,MDX,154800 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Crystal Black Pearl,Black,7.0,4,Gas,13.2L/100km,9.6L/100km,15495
291,2013,Acura,RDX,146000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,,,5.0,4,Gas,9.8L/100km,6.2L/100km,15950
292,2015,Acura,RDX,192000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,White Diamond Pearl,Black,5.0,4,Gas,12.4L/100km,8.7L/100km,15988
293,2019,Acura,TLX,27630 km,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Crystal Black Pearl,Black,,4,Gas,11.4L/100km,7.7L/100km,32495
294,2012,Acura,MDX,175860 km,SUV,3.7L 6cyl,6 Speed Automatic,AWD,Crystal Black Pearl,Black,,4,Premium Unleaded,13.2L/100km,9.6L/100km,15990
295,2013,Acura,MDX,151000 km,SUV,6,Automatic,AWD,White,Beige,5.0,4,Gas,13.2L/100km,9.6L/100km,16995
296,2016,Acura,ILX,106000 km,Sedan,4 Cylinder Engine,Automatic,FWD,White,Black,,4,Gas,,,17900
297,2015,Acura,TLX,138000 km,Sedan,2.5,Automatic,FWD,Bellanova White Pearl,Brown,5.0,,Gas,,,17995
298,2016,Acura,MDX,226214 km,SUV,V6 Cylinder Engine,Automatic,AWD,White,Black,7.0,5,Gas,12.7L/100km,9.1L/100km,17999
299,2014,Acura,TL,105840 km,Sedan,3.5,Automatic,FWD,Bellanova White Pearl,Black,5.0,4,Gas,10.4L/100km,6.8L/100km,18888
300,2015,Acura,RLX,188900 km,Sedan,3.5,Automatic,FWD,Crystal Black Pearl,Black,5.0,4,Gas,11.9L/100km,7.7L/100km,18995
301,2015,Acura,TLX,135000 km,Sedan,V6 Cylinder Engine,9 Speed Automatic,AWD,Slate Silver Metallic,Black,5.0,4,Gas,11.2L/100km,7.5L/100km,19900
302,2016,Acura,RDX,171422 km,SUV,3.5,Automatic,AWD,Grey,Black,,4,Gas,12.4L/100km,8.6L/100km,19995
303,2019,Acura,MDX,53052 km,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Majestic Black Pearl,Red,,,Gas,12.2L/100km,9.0L - 9.5L/100km,43880
304,2015,Acura,TLX,98374 km,Sedan,V6 Cylinder Engine,Automatic,FWD,Bellanova White Pearl,Black,5.0,4,Gas,11.2L/100km,6.9L/100km,22880
305,2016,Acura,RDX,128850 km,SUV,3.5,Automatic,AWD,Crystal Black Pearl,Black,5.0,4,Gas,10.7L/100km,7.3L/100km,23888
306,2016,Acura,MDX,163900 km,SUV,V6 Cylinder Engine,Automatic,AWD,Black,Black,7.0,4,Gas,12.2L/100km,9.1L/100km,24888
307,2016,Acura,MDX,99000 km,SUV,3.5L,Automatic,AWD,Not Specified,,,,Gas,12.7L/100km,9.1L/100km,24900
308,2017,Acura,MDX,163234 km,SUV,V6 Cylinder Engine,Automatic,AWD,White,Brown,,4,Gas,12.2L/100km,9.0L/100km,25995
309,2017,Acura,RDX,95750 km,SUV,3.5,Automatic,AWD,Dark Grey,Light Grey,,4,Gas,12.4L/100km,8.7L/100km,26988
310,2014,Acura,RLX,68000 km,Sedan,3.5 V6 Hybrid,Automatic,AWD,Dark Grey,White,5.0,4,Gasoline Hybrid,,,27490
311,2019,Acura,ILX,19786 km,Sedan,4 Cylinder Engine,Automatic,FWD,Black,Black,,4,Gas,9.9L/100km,7.0L/100km,28995
312,2019,Acura,TLX,77699 km,Sedan,3.5L SOHC 24-Valve VTEC V6 -inc: Aluminum-alloy,,AWD,Crystal Black Pearl,,,4,Gas,11.4L/100km,7.7L/100km,29988
313,2020,Acura,RDX,39100 km,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Platinum White Pearl,,5.0,4,Gas,11.3L/100km,9.1L/100km,44988
314,2019,Acura,ILX,42727 km,Sedan,2.4L 4cyl,8 Speed Automatic with auto-shift,FWD,Platinum White Pearl,Black,,2,Premium Unleaded,9.9L/100km,7.0L/100km,30841
315,2020,Acura,RDX,30786 km,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,,4,Gas,11.0L/100km,8.6L/100km,39995
316,2019,Acura,MDX,42081 km,SUV,3.5L 6cyl,9 Speed Automatic,AWD,White Diamond Pearl,Black,5.0,5,Premium Unleaded,12.2L/100km,9.0L/100km,40588
317,2021,Acura,RDX,66960 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5.0,5,Premium Unleaded,11.0L/100km,8.6L/100km,41599
318,2019,Acura,RDX,40305 km,SUV,4 Cylinder Engine,Automatic,AWD,White Diamond Pearl,Red,,,Gas,11.3L/100km,9.1L/100km,41999
319,2020,Acura,RDX,39727 km,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5.0,5,Gas,11.3L/100km,9.1L/100km,43399
320,2009,Acura,MDX,215000 km,SUV,V6 Cylinder Engine,Automatic,AWD,,,,,Gas,15.7L/100km,11.8L/100km,8995
321,2009,Acura,MDX,195152 km,SUV,V6 Cylinder Engine,5 Speed Automatic,AWD,Formal Black,,7.0,4,Gas,13.8L/100km,10.0L/100km,10990
322,2010,Acura,MDX,179777 km,SUV,3.7,Automatic,AWD,Crystal Black Pearl,Beige,,4,Gas,13.2L/100km,9.6L/100km,13888
323,2020,Acura,TLX,52337 km,Sedan,V-6 cyl,9 Speed Automatic,AWD,Platinum White Pearl,Black,5.0,4,Premium Unleaded,12.0L/100km,8.2L/100km,39799
324,2011,Acura,MDX,215416 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Aspen White Pearl,Beige,7.0,4,Gas,13.2L/100km,9.6L/100km,13999
325,2012,Acura,MDX,205152 km,SUV,3.7,Automatic,AWD,Grey,Black,7.0,4,Gas,13.2L/100km,9.6L/100km,13999
